法人番号,空欄,空欄,空欄,サービスの名称（最大40文字）,サブタイトル（最大40文字）,サービスの対象者,サービスの対象分野,都道府県（全国サービスの場合はチェックなし）,対象地域群,空欄,空欄,空欄,サービス概要（最大200文字）,,空欄,開始日,終了日,サービス期間に関して自由に記入してください。（最大２０文字）,空欄,詳細情報URL,企業名等,空欄,空欄,サービス対象の業種（標準産業分類）,［事業者向けサービス］支援対象事業ステージ,［事業者向けサービス］サービス分類,［事業者向けサービス］「お困りごと」,［個人向けサービス］ライフステージ,［個人向けサービス］サービス分類,［個人向けサービス］お困りごと,災害名,キーワード,空欄,空欄,空欄,情報更新日,空欄,空欄,空欄,サービス費用,サービス詳細分類,［教育用サービスの場合］教育用サービス内容,主な所属団体名,記入者の連絡先（メールアドレス）・・非公開,本情報は、業界団体などを通じて各企業が登録した情報であり、情報の内容、情報活用等により生じた一切の責任を政府は負いません。情報源を確認するなどして、利用者の判断で活用してください。
1130001063692,,,,映像制作・ライブ配信支援,映像制作・ライブ配信無償支援,"個人, 高校生, 大学生等, 教育機関, 医療機関, 行政機関","教育・学習支援, 生活関連サービス、娯楽, コミュニケーション",京都府,,,,,"●イベントの模様を撮影/編集しイベントムービーとして制作します 。
イベントに参加できなかった方や、記録に残せなかった方と共有頂けます。

●入場者の制限されるイベントをYouTubeライブ等にてライブ配信致します
こちらで複数台カメラでの撮影・配信まで担当いたします。インターネット環境・電源のみご用意下さい。

※ 京都府下の団体様向けに、撮影/編集/配信全て無償にて行います。",,,2020/04/27,,コロナ終息まで,,https://www.tanpanstudio.com/vscovid19,タンパンスタジオ（サンブリング株式会社）,,,,事業運営時,サービス提供,"販路開拓, IT化, 人材, 知的財産, 事業承継, 災害対応, 情報収集",,,,新型コロナウイルス感染症,映像制作・ライブ配信支援,,,,2020/04/24,,,,無料,"コミュニケーション支援, イベント支援, オンライン授業, 生活関連サービス, 娯楽サービス, 行政サービス",,その他,,
9011001124869,,,,コクリポウェビナー,,"個人, 小学生, 中学生, 高校生, 大学生等, 企業等, 教育機関, 医療機関, 福祉施設, 行政機関","教育・学習支援, ワークスタイル（テレワーク含む）, 医療、福祉, 生活関連サービス、娯楽, コミュニケーション",,,,,,PC１台とネットワーク環境さえあればウェビナーを開催できる、ウェビナー特化ツールです。シンプルな設計となっており初心者でも簡単にはじめることができます。顔出しなし、アプリのダウンロード不要、など参加者にとって簡単な設計となっている点も特徴です。,,,2020/02/20,2020/05/31,初期費用無料、初月プラン料金無料,,https://www.cocripo.co.jp/,株式会社コクリポ,,,,"事業運営時, 事業再生・承継等",サービス提供,"販路開拓, 設備投資, IT化, 人材, 事業承継, 情報収集",3 教育,サービス提供,"仕事, 子育て・教育, お金",新型コロナウイルス感染症,ウェビナー/オンラインセミナー,,,,2020/04/27,,,,無料,"ビデオ会議, コミュニケーション支援, イベント支援, テレワーク, 遠隔作業環境, 営業・契約支援, 採用・就業管理, 健康相談, 健康・運動管理, 情報通信, オンライン授業, 娯楽サービス, 行政サービス",講義,その他,,
7010601055947,,,,LINC Biz,,"企業等, 医療機関, 福祉施設, 行政機関",ワークスタイル（テレワーク含む）,,,,,,ビジネスチャット、音声／ビデオ会議機能を搭載し、快適＆セキュアなテレワークをサポートするビジネスコミュニケーションサービスです。 手軽にビジネスチャットや音声／ビデオ会議が行えることで迅速なコミュニケーションを実現するほか、ビジネスチャットから音声／ビデオ会議にスムーズに移行できるなど、企業の働き方改革・業務コミュニケーションの革新を支援します。,,,,2020/05/31,フリープランのビデオ会議の同時接続数を10拠点に期間限定拡充中,,https://getlincbiz.jp/,株式会社AIoTクラウド（シャープグループ）,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,2020/04/27,,,,無料,"ビデオ会議, コミュニケーション支援, テレワーク",,電子情報技術産業協会（JEITA）,,
6010001018919,,,,小学館「うちスタ」自宅学習応援無料サイト,おうちでの勉強を少しでも楽しく！,"個人, 幼児, 小学生, 中学生, 高校生",教育・学習支援,,,,,,在宅の学習期間が続く小学生に向け、小学館では、発売中の人気ドリルを中心に一部コンテンツの無料公開を始めました。ベストセラー『本物の国語力をつけることばパズル』シリーズから、『ドラえもんはじめて』シリーズまで、幅広い年齢に対応した教材がそろいました。ドリルなどはダウンロードして出力できるので、自宅学習にすぐに使えます。是非、自宅学習にてご活用ください。,,,2020/04/27,,未定,,https://www.shogakukan.co.jp/pr/uchist/,小学館,,,,,,,"2 子育て, 3 教育",サービス提供,子育て・教育,新型コロナウイルス感染症,自宅学習応援サイト,,,,2020/04/28,,,,無料,教材提供,国語、英語、算数、歴史、ぬりえ,ICT CONNECT21,,
7010601055947,,,,「LINC Biz」チャットとビデオ会議で 教育関係者の不安をサポート,,教育機関,教育・学習支援,,,,,,チャットによる学校、教員、教育関係者でのコミュニケーションや 、ビデオ会議による遠隔会議、セミナー実施で、教育機関関係者の 臨時 テレワークをサポートします。また学習塾でのビデオ会議での遠隔授業などにもご利用いただけます。ビデオ会議とチャットの両方で教育関係者様のコミュニケーションを応援します。,,,,2020/05/31,,,https://getlincbiz.jp/,株式会社AIoTクラウド（シャープグループ）,,,教育、学習支援,,サービス提供,,,,,新型コロナウイルス感染症,教育、学習支援、コミュニケーション支援,,,,2020/04/28,,,,無料,"ビデオ会議, コミュニケーション支援, テレワーク, オンライン授業",,電子情報技術産業協会（JEITA）,,
6180001065151,,,,見積Rich(みつもりっち),ハンコ出勤撲滅 見積書作成/管理システム クラウド型Webサービス,企業等,ワークスタイル（テレワーク含む）,,,,,,見積の作成からワークフロー(承認手続き)、発行まですべてブラウザ上で完結し、出勤、印刷、対面不要です。承認セキュリティ設定により、適切にワークフローを経たもののみ、社判捺印された帳票が出力できます。,,,2020/05/01,2020/12/31,2020年12月31日まで無料で使えます,,https://official.mitsumo-rich.jp/information/news/2020/post-25.html,株式会社コネクティボ,,,,,サービス提供,"販路開拓, IT化, 災害対応",,,,新型コロナウイルス感染症,テレワーク　ハンコ出社撲滅,,,,2020/04/28,2020/06/30,,,無料,"テレワーク, 営業・契約支援",,その他,,
2010001195191,,,,ファシリティ,デジタルアクセシビリティ支援ソリューション,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関","医療、福祉, コミュニケーション",,,,,,"老眼などの加齢に伴う症状をはじめとする、視覚/動作/認識において、様々な症状を
抱えるユーザーにとって、元のサイトの構造を変更することなく閲覧環境を向上させるためのソリューションです。
今回新型コロナウイルス感染症対策に関する情報を発信している公的機関のサイトは無償支援させていただいております。民間企業様は特別価格にてご提供しております。",,,2020/04/02,,未定,,https://www.facil-iti.jp/,ファシリティジャポン株式会社,,,,"事業運営時, その他",サービス提供,"販路開拓, 災害対応",,,,新型コロナウイルス感染症,アクセシビリティ,,,,2020/04/28,,,,無料,"コミュニケーション支援, 情報通信, 行政サービス",,その他,,
2010801012579,,,,バーチャルツアー制作サービス「THETA 360.biz」,リモート環境で施設を紹介したい方と実際に足を運べない方とを橋渡し,"個人, 企業等, 教育機関, 医療機関, 福祉施設, 行政機関","教育・学習支援, ワークスタイル（テレワーク含む）, 医療、福祉, 生活関連サービス、娯楽, 宿泊、飲食サービス, コミュニケーション",,,,,,"「THETA 360.biz」は、空間をまるごとデジタル化・コピーする事で、離れた場所から学校や施設、商品を紹介する事が可能です。
本サービスをご利用いただく事で、平面写真よりも臨場感のある上下左右360°の画像情報を提供することが可能です。

サンプル:
https://promotion.theta360.biz/t/3498ea2e-8882-11ea-b915-0a51b667580a-1",,,2020/03/31,2020/05/31,,,https://prtimes.jp/main/html/rd/p/000000051.000039649.html,株式会社リコー,,,,"起業時, 事業運営時, 事業再生・承継等",サービス提供,"販路開拓, 設備投資, IT化, 災害対応, 情報収集",,,,新型コロナウイルス感染症,バーチャルツアー,,,,2020/04/30,,,,無料,"ビデオ会議, コミュニケーション支援, イベント支援, テレワーク, オフィスなどの空間, 遠隔作業環境, 営業・契約支援, 採用・就業管理, 宿泊支援, 飲食支援, 情報通信, オンライン授業",バーチャル学校紹介、バーチャルオープンキャンパスなど空間の魅力を伝えることが可能です。,日本経済団体連合会,,
3011101011691,,,,テレワークのITツール Soliton SecureAccess,在宅からの仕事がセキュリティ面でも安全にできる,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関",ワークスタイル（テレワーク含む）,,,,,,【100ユーザー、2020年6月末日まで】テレワークのITツールを期間限定で無償提供,,,,2020/06/30,,,https://www.soliton.co.jp/ssa,株式会社ソリトンシステムズ,,,,,サービス提供,"IT化, 災害対応",,,,新型コロナウイルス感染症,テレワーク,,,,2020/04/30,,,,無料,テレワーク,,日本テレワーク協会,,
2120001132027,,,,緊急時用事業継続用自動発注システムsinops-BCP,社会のインフラを担う物流業界を支援、コロナ対策後も企業力を強化。,企業等,その他,,緊急事態宣言の中でも特定警戒地域である13都道府県,,,,"【事業継続用自動発注システム「sinops-BCP」の特徴】
AI型自動発注システムを提供しているシノプスとEDIシステム大手のSCSKが協力体制を構築し、食品スーパー様の大幅なシステム改修を必要としない自動発注システムを構築します。",,,2020/04/30,2020/09/30,,,https://www.sinops.jp/wp-main/wp-content/uploads/2020/05/PressRelease_BCP.pdf,株式会社シノプス,,,"卸売、小売, 宿泊、飲食サービス, その他サービス, その他",事業運営時,サービス提供,"IT化, 人材, 災害対応, 情報収集",,,,新型コロナウイルス感染症,自動発注,,,,2020/05/01,,,,無料,"情報通信, その他",,その他,,
1013401006951,,,,超簡単オンライン診療YuriDr. 無料版,YuriDr.は簡単にスマホ・タブレットを使ってオンライン診療。チャット感覚で診療内容をやりとりしながら記録できます。,"個人, 企業等, 教育機関, 医療機関, 福祉施設","ワークスタイル（テレワーク含む）, 医療、福祉, コミュニケーション",,,,,,YuriDr.は簡単にスマホ・タブレットを使ってオンライン診療。チャット感覚で診療内容をやりとりしながら記録できます。ビデオ会話、チャット記録・編集・画像、カテゴリー分け、検索などの機能があります。医療関係の方々、患者の方々はアプリのインストールなしに、すぐに使えるようになります。※無償版は決済機能はついていません。,,,,,,,https://www.ainbiz.co.jp/,アインビズ株式会社,,,,,サービス提供,IT化,"1 妊娠・出産, 2 子育て, 3 教育, 7 高齢者・介護, 20 福祉, 21 障がい者支援, 23 健康・医療, 25 市民活動・コミュニティ",サービス提供,医療福祉,新型コロナウイルス感染症,オンライン診療,,,,2020/05/04,,,,無料,"ビデオ会議, コミュニケーション支援, テレワーク, 遠隔作業環境, 健康相談, 健康・運動管理, 情報通信, オンライン授業, 生活関連サービス",,ITコーディネータ協会,,
7013201012590,,,,ファイルサーバをPC・スマートデバイスでWeb共有化できる－「DocPlug」ドックプラグ,いつものファイルサーバをオンラインストーレジのようにインターネット接続でファイル共有できる,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関",ワークスタイル（テレワーク含む）,,,,,,オフィスにあるファイルサーバをインターネットで接続できるようにします。自宅等の離れた場所からPC・スマートフォン・タブレットでいつものファイルサーバに接続でき、ユーザアカウントやアクセス権もファイルサーバ設定のままファイル共有できます。,,,,,無償利用期間：ベーシック版は継続的・エンタープライズ版は60日間,,https://www.docplug.com/price/,株式会社鉄飛テクノロジー,,,,,,,,,,新型コロナウイルス感染症,テレワーク,,,,2020/05/08,,,,無料,"コミュニケーション支援, テレワーク, 遠隔作業環境, 情報通信",,コンピュータソフトウェア協会,,
1080401002454,,,,iPadアプリ3製品　無償ID・パスワード公開,,"個人, 教育機関",教育・学習支援,,,,,,デジタルでの表現活動等にお使いいただけるiPadアプリ3種について、ご家庭でも使用 できるよう、無償で各アプリが使用できるIDとパスワードを公開いたしました。 弊社のiPadアプリを現在使用していない方もご利用いただけます。※使用期間を延長いたしました。,,,2020/03/03,2020/08/31,,,https://www.suzukisoft.co.jp/news/2020/26/,スズキ教育ソフト株式会社,,,,,,,3 教育,サービス提供,子育て・教育,新型コロナウイルス感染症,学習用アプリケーションの提供,,,,2020/05/08,2020/08/31,,,無料,教材提供,iPad用プレゼン、デジタルリーフレット制作、思考の構造化支援ツールの無償提供,ICT CONNECT21,,
4010001097907,,,,小学生向け英会話教材「ハッピーイングリッシュ」,弊社発行の5～12歳のお子様向けの、リズムに乗って楽しく学べる英会話教材「ハッピーイングリッシュ」を期間限定で無料公開します,"個人, 小学生",教育・学習支援,,,,,,インプレスグループでデジタルファースト出版等のメディア事業を手掛ける株式会社ICEは、弊社発行の5～12歳のお子様向けの、リズムに乗って楽しく学べる英会話教材「ハッピーイングリッシュ」を期間限定で無料公開します。,,,2020/05/01,2020/05/31,2020年5月31日（日）23時59分まで,,https://ice-english.jp/topics/info/post-1657/,株式会社ICE（インプレスグループ）,,,情報通信,,,,"2 子育て, 3 教育",サービス提供,,新型コロナウイルス感染症,オンライン学習,,,,2020/05/09,,,,無料,教材提供,英語,デジタルメディア協会,,
7010401046097,,,,Web会議サービスsMeeting,初めての在宅ワークを簡単に。新型コロナウィルスなどの対策に。,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関",ワークスタイル（テレワーク含む）,,,,,,"NTTグループのテレワークを支える、Web会議サービス『sMeeting』を最大60日間無償提供。新型コロナウイルス対策に向き合う企業を応援します。VDIも弊社にお任せください。
",,,2020/05/07,,一定数のお申込みにて終了となります,,https://www.docomo-sys.co.jp/news/20200507.html,ドコモ・システムズ株式会社,,,,,サービス提供,"IT化, 災害対応",,,,新型コロナウイルス感染症,テレワーク,,,,2020/05/11,,,,無料,"ビデオ会議, コミュニケーション支援, テレワーク, 遠隔作業環境",,テレワーク・デイズ登録企業,,
8010601024653,,,,Cisco Webex 働き方改革支援 特別キャンペーン by UNIADEX,,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関","教育・学習支援, ワークスタイル（テレワーク含む）, コミュニケーション",,,,,,Web会議サービスであるCisco Webex Meetingsを3か月間無償提供し、その後も割引価格(一定期間)でご提供いたします。,,,,2020/07/10,,,https://www.uniadex.co.jp/special/promotion/webex2020.html,ユニアデックス株式会社,,,,事業運営時,サービス提供,"設備投資, IT化, 災害対応",,,,新型コロナウイルス感染症,テレワーク,,,,2020/05/11,2020/07/12,,,無料,"ビデオ会議, コミュニケーション支援, テレワーク, 遠隔作業環境, オンライン授業",,日本ネットワークセキュリティ協会,,
6011101003926,,,,奉行クラウド,,企業等,ワークスタイル（テレワーク含む）,,,,,,在宅勤務・テレワークを導入する企業に対し、クラウド型基幹業務システム奉行クラウドの『会計・給与・販売・勤怠・仕入』を90日間無償提供。提供期間中は、『奉行クラウド』の通常商品と同等の機能を提供し、OBCサポートセンターも利用可能。,,,,2020/09/30,,,https://www.obc.co.jp/bugyo-cloud/tlwsup/inquiry,株式会社オービックビジネスコンサルタント,,,,,,,,,,新型コロナウイルス感染症,テレワーク,,,,2020/05/11,,,,無料,テレワーク,,コンピュータソフトウェア協会,,
5120005020803,,,,オンライン学習支援システム meaQs（ミークス）,オンライン上で学生同士が学び合う環境を提供する学習支援ツール,教育機関,教育・学習支援,,,,,,大阪府立大学の教職員が中心となり開発したオンライン学習支援システム「meaQs」を他大学等の教育機関に無償提供します。「meaQs」は、オンライン上で学生同士が学び合う環境を提供する学習支援ツールであり、大学生の主体的・対話的で深い学びを実現します。,,,2020/04/30,2021/02/28,,,http://www.ess.osakafu-u.ac.jp/human/okamoto/squish/,公立大学法人大阪 大阪府立大学,,,教育、学習支援,その他,その他,IT化,,,,新型コロナウイルス感染症,オンライン学習,,,,2020/05/12,2020/05/12,,,無料,オンライン授業,主体的・対話的で深い学びを実現するための学習支援ツール,その他,,
9010001101432,,,,テレワーク導入パック,,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関",ワークスタイル（テレワーク含む）,,,,,,企業様向けに米グーグル社グループウェアツール G Suite とビデオ会議ハードウェアセットを、利用人数に応じて安価に購入できる３つの「 テレワーク導入パック」としてご用意。,,,,,,,https://www.topgate.co.jp/g-suite-telework,株式会社トップゲート,,,,事業運営時,サービス提供,"設備投資, IT化",,,,新型コロナウイルス感染症,テレワーク導入支援パック,,,,2020/05/13,,,,割引,"ビデオ会議, コミュニケーション支援, テレワーク, オフィスなどの空間, 遠隔作業環境, オンライン授業",,その他,,
1010901034136,,,,双方向ＳＭＳによる一斉連絡サービス「アクリートＳＭＳ アラート」,コロナ禍に対応する企業・自治体等のＢＣＰ対策として、携帯電話への緊急連絡,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関","教育・学習支援, ワークスタイル（テレワーク含む）, 医療、福祉, 生活関連サービス、娯楽, コミュニケーション",,,,,,"スマートフォンに加えて、フィーチャーフォン（ガラケー）でも利用可能という緊急連絡における双方向ＳＭＳの優位性を活かすとともに、返信内容に関する集計や再送信機能をシンプルなクラウドサービスのＵＩで実現していることから、緊急連絡のツールとして高いニーズがあります。
企業・自治体内での一斉連絡/安否確認、企業から顧客企業への連絡/確認、学校等の教育機関からの連絡/確認等にご利用ください。
",,,2020/03/11,,月額料金最大2カ月＆ＳＭＳ千通を無償提供,,https://www.accrete-inc.com/news/20200512.html,株式会社アクリート,,,,事業運営時,サービス提供,"IT化, 災害対応, 情報収集",,,,新型コロナウイルス感染症,緊急連絡、一斉連絡,,,,2020/05/13,,,,無料,"コミュニケーション支援, テレワーク, 情報通信, 生活関連サービス, 行政サービス",,その他,,
9010401070376,,,,自宅で楽しめる「児童向け鉄道書」の電子版を期間限定無料公開,,"個人, 幼児, 小学生",教育・学習支援,,,,,,株式会社天夢人（本社：東京都千代田区、代表取締役社長：勝峰富雄）は、2020年5月5日（火）より5月31日（日）までの間、AmazonのKindle本ストアにおいて「児童向け鉄道書」の電子版を期間限定で無料公開しています。,,,2020/05/05,2020/05/31,,,http://www.impressholdings.com/release/tmj_2020_0512.pdf,株式会社天夢人（インプレスグループ）,,,情報通信,,,,2 子育て,サービス提供,,新型コロナウイルス感染症,オンライン学習,,,,2020/05/14,,,,無料,"教材提供, 娯楽サービス",自由研究（鉄道）,デジタルメディア協会,,
1120001070120,,,,ファイル転送・共有システム「Smooth File クラウド」,,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関",ワークスタイル（テレワーク含む）,,,,,,テレワークにおける情報の取り扱いや共有にお悩みの団体様へ向けて大容量ファイルを安全安心に受け渡し・共有ができる「Smooth File クラウド」を9月30日まで無償提供いたします。メンバー間でのファイル授受はもちろん、社内ファイルサーバの代替や一時的なプロジェクトフォルダとしてもご活用いただけます。	,,,2020/05/07,2020/09/30,,,https://www.smoothfile.jp/telework/,株式会社プロット,,,,事業運営時,サービス提供,"IT化, 災害対応",,,,新型コロナウイルス感染症,テレワーク、在宅勤務、ファイル転送,,,,2020/05/15,2020/09/30,,,無料,コミュニケーション支援,,日本ネットワークセキュリティ協会,,
3010401004372,,,,動画解説付き臨床手技データベース 『Procedures Consult(プロシージャーズ・コンサルト)』,,"個人, 教育機関, 医療機関","教育・学習支援, 医療、福祉",,,,,,新型コロナウイルス流行下で休校や実習の縮小等を余儀なくされている医学教育・臨床研修現場の皆様のお力となれるよう、動画解説付き臨床手技データベース『Procedures Consult（プロシージャーズ・コンサルト）』へのアクセスを無料提供いたします。,,,2020/05/14,2020/06/30,予定,,https://www.elsevier.com/ja-jp/solutions/proceduresconsult,エルゼビア・ジャパン株式会社,,,医療、福祉,事業運営時,サービス提供,"設備投資, 災害対応, 情報収集",23 健康・医療,サービス提供,"仕事, 医療福祉",新型コロナウイルス感染症,オンライン医学教育,,,,2020/05/15,2020/06/23,,,無料,"オンライン授業, 教材提供",指導医・教員の補助教材、研修医・医学部生の自己学習、シミュレーター教育,その他,,
6120901039012,,,,フェイスシールド付きの 遠隔支援カメラを医療機関に無償貸出,医療従事者の感染対策にリモートアシストをお役立てください,医療機関,コミュニケーション,,,,,,株式会社リモートアシストは　レッド領域内の医療従事者の目線映像をグリーン領域や遠隔の医療機関のパソコンモニターに表示させ通話にて指示や報告を授受することにより感染リスクの低減につなげることができるシステムを開発・販売しています。弊社ではフェイスシールド付き遠隔支援カメラを医療従事者の感染対策としてご活用頂ける医療機関に無償貸出を致します（問合せ06-4980-3579）。1医療機関あたり２～3台、合計１０台を準備。状況により増台を検討し期間は6か月程度を考えています。,,,2020/05/08,2020/11/08,1医療機関あたり２～3台、合計１０台を準備。状況により増台を検討し期間は6か月程度を考えています。,,https://remote-assist.jp/business/2020/05/06/01-2/,株式会社リモートアシスト,,,,事業運営時,現物提供・貸与,"IT化, 人材, 災害対応, 情報収集",,,,新型コロナウイルス感染症,遠隔支援,,,,2020/05/16,2020/08/08,,,無料,遠隔作業環境,,日本テレワーク協会,,
8011101071426,,,,TeleWorkr Basic,TeleWorkr: 会社のデスクトップに自宅からアクセス‼　今、90日間無料トライアル実施中 !!!,"大学生等, 企業等, 教育機関, 医療機関, 福祉施設, 行政機関, コールセンター","ワークスタイル（テレワーク含む）, 医療、福祉, 生活関連サービス、娯楽, 宿泊、飲食サービス, コミュニケーション",,我々は国際企業です。日本中のネットワーク環境で使えます。そして、地球上のどこからでも使えます。,,,,テレワークを導入して自宅のPCやiPadから会社のデスクトップにアクセスが可能、TeleWrkr。会社の業務アプリもファイルも会社で仕事するのと同じように使えます。,,,2020/05/18,2020/07/31,登録開始日から90日間,,https://www.jp.teleworkr.com/about,TekMonks 株式会社,,,"農業、林業, 漁業, 鉱業、採石業、砂利採取業, 建設、製造, 電気・ガス・熱供給・水道, 情報通信, 運輸、郵便, 卸売、小売, 金融、保険, 不動産、物品賃貸, 学術研究、専門・技術サービス, 宿泊、飲食サービス, 生活関連サービス、娯楽, 教育、学習支援, 医療、福祉, 複合サービス, その他サービス, 行政サービス等, その他",事業運営時,サービス提供,"IT化, 人材, 知的財産, 起業・創業, 事業承継, 災害対応, 情報収集","1 妊娠・出産, 2 子育て, 3 教育, 5 引越し・住まい, 6 就職・退職, 8 ご不幸, 13 水道・ガス・電気, 14 交通, 15 駐輪・駐車, 18 食品・衛生, 19 ペット, 20 福祉, 21 障がい者支援",サービス提供,仕事,新型コロナウイルス感染症,テレワーク,,,,2020/05/18,2020/07/31,,,無料,テレワーク,,日本テレワーク協会,,
4011101016888,,,,Create!Webフロー Cloud,紙の申請・承認業務をそのまま電子化するクラウド型ワークフローシステム,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関","ワークスタイル（テレワーク含む）, その他",,,,,,稟議書や総務諸届、勤怠諸届、経費／出張費精算など様々な社内の申請書を電子化し、自宅や外出先から申請・承認することができます。,,,2020/05/01,2020/06/30,利用開始から2ヶ月間,,https://www.createwebflow.jp/,インフォテック株式会社,,,,事業運営時,サービス提供,IT化,,,,新型コロナウイルス感染症,ワークフローシステム,,,,2020/05/19,,,,無料,"テレワーク, 情報通信, その他",,情報サービス産業協会（JISA）,,
5240001030554,,,,教育機関対象 (緊急)連絡網システム,,教育機関,教育・学習支援,,,,,,"小・中・高校・専門学校向け「連絡網システム」
保育園・幼稚園向け「連絡網システム」
が初期導入費・月額利用料3ヵ月を無料でご利用いただけます。",,,2020/05/20,,終了時期未定,,https://www.coasystems.net/education/2691/,株式会社コアシステムズ,,,教育、学習支援,事業運営時,サービス提供,"設備投資, IT化, 災害対応, 情報収集",,,,新型コロナウイルス感染症,連絡網システム,,,,2020/05/20,,,,無料,"コミュニケーション支援, テレワーク, 情報通信",連絡網システム,その他,,
5120001137543,,,,新規営業獲得ツールCAA,インターネットだけあれば、見込客の営業リストが、エクセルで自動作成できる,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関",ワークスタイル（テレワーク含む）,,海外展開にも対応可能,,,,★営業　★新規獲得　テレワークツール　★申込から２ヶ月間「無償提供」 ★御社HPの商品ページを閲覧してくれた企業の連絡先情報がExcelで「自動リスト化」。　見込客に即連絡やDM送信が可能。　DMチラシを作れば、新人でもパートでも、家からでも見込客へのピンポイント営業ができます。　また、★名刺交換後や★見積、★企画書提出後に「HPを見に来た」、「どの商品のページを見たか」もリアルタイムで分かる。　企業売やM＆Aでも活用できます。,,,2020/05/01,2020/12/31,申込から２カ月間、無償提供,,https://big-data-ma.com,ウィズプロジェクツ株式会社,,,,"起業時, 事業運営時, 事業再生・承継等",サービス提供,"販路開拓, IT化, 起業・創業, 事業承継, 情報収集",,,,新型コロナウイルス感染症,新規営業獲得テレワークツール,,,,2020/05/21,2020/12/31,,,無料,"コミュニケーション支援, テレワーク, 遠隔作業環境, 営業・契約支援, 採用・就業管理, 情報通信",,日本テレワーク協会,,
8010701019462,,,,MobileIron UEM導入支援,,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関",ワークスタイル（テレワーク含む）,,,,,,テレワークを行う端末（iOS/Android/Win10/macOS）の管理をはじめ、リモート接続に必要となるVPN機能、Okta等のIDaaSとの連携、手薄になりがちなiOS/Androidのウィルス対策などテレワークに必要な環境の導入を支援します。,,,2020/04/01,2020/06/15,２０２０年６月１５日まで,,https://www.hitachi-solutions.co.jp/mobileiron/,株式会社日立ソリューションズ,,,,事業運営時,サービス提供,設備投資,,,,新型コロナウイルス感染症,テレワーク,,,,2020/05/21,2020/05/21,,,割引,テレワーク,,その他,,
9010701020592,,,,楽天リアルタイムテイクアウト,,"企業等, 飲食事業者",宿泊、飲食サービス,,,,,,飲食事業者の方が、テイクアウト注文を簡単にオンラインで受注できる支援サービスです。ウェブで簡単にお申し込み頂けます。初期費用・月額利用料が無料、受注管理用のスマートフォン端末を無償で貸与、サービスを通じて事業者が得る収益は最短で翌週に入金します。お客様は楽天IDで簡単ログイン、店舗で商品を選び事前注文・事前決済、待たずに接触の少ないテイクアウト利用が可能になります。,,,2020/05/01,,無料期間は2020年10月31日まで,,https://rakutenready.com/ja/takeout/,楽天株式会社,,,宿泊、飲食サービス,事業運営時,サービス提供,"販路開拓, 設備投資, IT化, 資金繰り",,,,新型コロナウイルス感染症,テイクアウト支援サービス,,,,2020/05/23,,,,無料,飲食支援,,その他,,
2011005005700,,,,クラウド選定コンサルティング「教えて！クラウド先生！」,自社にマッチした人事労務関連のクラウドサービス選定をご支援します,企業等,"ワークスタイル（テレワーク含む）, その他",,,,,,次から次にリリースされるクラウドサービス。「結局どのサービスがいいの？」実際に試してみないと自社に適しているか分からないのがクラウドサービスの難点です。また、会社のインフラ部分を担うサービス故に、新しいサービスができたからと言って簡単に変えられるものでもありません。そんなクラウドサービスの最適化（自社にあったサービス選定）を社会保険労務士の視点でコーディネート、アドバイスいたします。,,,2020/05/25,,未定,,https://licensecounter.jp/vmware/lp/telework-assessment.html,社会保険労務士法人スマイング,,,,事業運営時,サービス提供,IT化,,,,新型コロナウイルス感染症,無料クラウド適正診断利用診断,,,,2020/05/24,,,,無料,"テレワーク, 遠隔作業環境, 情報通信",,その他,,
5240001030554,,,,医院・クリニック向け 順番予約システム,待合室の混雑を緩和して、院内感染防止対策をサポートします。,医療機関,医療、福祉,,,,,,"診察の順番を自宅や外出先から予約でき、順番が近づくとメールが届くシステムです。待合室の混雑を解消し、院内感染の防止対策にもつながります。
このシステムの初期導入費(税込55,000円)を無料にさせていただきます。",,,2020/06/01,,,,https://www.coasystems.net/medical/1154/,株式会社コアシステムズ,,,医療、福祉,事業運営時,サービス提供,"設備投資, IT化",,,,新型コロナウイルス感染症,院内感染防止対策,,,,2020/05/25,,,,無料,コミュニケーション支援,,その他,,
